service_id,customer_id,service_category,service_status,region,access_technology,router_model,device_os,sla_tier,service_start_date,service_end_date,bandwidth_mbps,monthly_usage_gb,avg_latency_ms,jitter_ms,monthly_outages
SRV000585,CUST00003,Cloud Storage,Active,East Coast,4G/LTE,TP Link Archer A6,Android,Bronze,2023-09-13,,300,934,43,17,1
SRV000586,CUST01092,Cloud Storage,Active,Sarawak,5G,Huawei HG8145V5,iOS,Gold,2022-01-07,,1000,675,30,14,2
SRV000587,CUST00808,Managed Security,Provisioning,Southern,Fibre,Huawei HG8145V5,iOS,Platinum,2021-09-11,,1000,641,8,11,2
SRV000588,CUST00301,Unifi Business,Provisioning,Central,DSL,TP Link Archer A6,Android,Bronze,2023-02-15,,100,566,142,14,0
SRV000589,CUST00990,Unifi Home,Provisioning,Southern,Fibre,ZTE ZXHN F670L,Linux,Bronze,2018-03-26,,500,1412,19,16,2
SRV000590,CUST00962,Cloud Compute,Active,Northern,Fibre,ZTE ZXHN F670L,Linux,Bronze,2019-02-24,,300,758,19,28,2
SRV000591,CUST00761,Cloud Storage,Provisioning,East Coast,5G,Nokia G 2425G A,macOS,Silver,2023-08-30,,100,804,30,22,1
SRV000592,CUST00840,Unifi Business,Active,Central,Fibre,D Link DIR 842,macOS,Silver,2022-08-31,,800,323,20,3,2
SRV000593,CUST01110,Unifi Business,Terminated,Sarawak,Fibre,Huawei HG8145V5,Embedded,Silver,2019-04-07,2021-05-12,300,1367,8,5,0
SRV000594,CUST01008,Cloud Storage,Active,East Coast,4G/LTE,Nokia G 2425G A,macOS,Platinum,2018-12-10,,100,524,78,30,1
SRV000595,CUST01021,Managed Security,Terminated,Sarawak,5G,ZTE ZXHN F670L,Windows,Platinum,2019-08-22,,100,1102,28,3,6
SRV000596,CUST00092,Cloud Storage,Suspended,Sarawak,5G,ZTE ZXHN F670L,Android,Gold,2019-04-19,,1000,173,24,17,1
SRV000597,CUST01102,Cloud Compute,Active,Northern,4G/LTE,TP Link Archer A6,macOS,Platinum,2023-03-26,,300,620,53,27,6
SRV000598,CUST00720,Managed Security,Active,Northern,5G,TP Link Archer A6,Embedded,Gold,2019-12-10,,500,1370,14,16,1
SRV000599,CUST01053,Unifi Home,Active,Central,Fibre,D Link DIR 842,macOS,Gold,2024-10-04,,300,1821,17,26,1
SRV000600,CUST00504,Unifi Home,Active,Southern,DSL,TP Link Archer A6,Embedded,Silver,2024-08-13,,500,747,85,18,4
SRV000601,CUST01173,Cloud Storage,Terminated,Northern,4G/LTE,Huawei HG8145V5,Android,Silver,2023-10-07,2025-06-10,100,1044,60,29,2
SRV000602,CUST00893,Unifi Home,Suspended,East Coast,DSL,Huawei HG8145V5,Linux,Silver,2022-07-01,2023-03-02,500,525,106,27,5
SRV000603,CUST00078,Cloud Compute,Active,Northern,4G/LTE,Nokia G 2425G A,Linux,Silver,2019-07-15,,100,1329,72,29,1
SRV000604,CUST00504,Cloud Compute,Suspended,Southern,5G,TP Link Archer A6,Windows,Platinum,2024-08-10,2024-08-12,1000,1323,30,19,0
SRV000605,CUST00724,Cloud Storage,Suspended,Northern,Fibre,Huawei HG8145V5,Embedded,Silver,2018-03-15,2018-09-07,100,398,16,7,0
SRV000606,CUST01144,Cloud Compute,Active,East Coast,5G,Huawei HG8145V5,iOS,Bronze,2023-03-27,,300,179,22,30,4
SRV000607,CUST00259,Unifi Home,Active,Central,DSL,ZTE ZXHN F670L,macOS,Bronze,2019-07-27,,500,808,147,10,5
SRV000608,CUST00919,Mobile Postpaid,Terminated,East Coast,4G/LTE,D Link DIR 842,Linux,Silver,2020-04-16,2022-07-03,30,89,73,23,2
SRV000609,CUST00671,Cloud Compute,Active,Central,Fibre,TP Link Archer A6,Android,Gold,2023-11-13,,300,1489,11,25,2
SRV000610,CUST00283,Cloud Storage,Terminated,Sabah,Fibre,Nokia G 2425G A,Windows,Gold,2023-09-05,2025-03-05,500,478,16,12,2
SRV000611,CUST00957,Managed Security,Provisioning,Sabah,4G/LTE,ZTE ZXHN F670L,Windows,Platinum,2023-06-02,,100,599,23,30,4
SRV000612,CUST00254,IoT Connectivity,Active,Central,4G/LTE,Nokia G 2425G A,Windows,Gold,2022-04-19,,1000,893,26,22,6
SRV000613,CUST00694,Unifi Home,Suspended,Central,DSL,Nokia G 2425G A,macOS,Bronze,2024-11-25,,500,1709,83,17,4
SRV000614,CUST00279,Cloud Compute,Active,Northern,4G/LTE,TP Link Archer A6,Android,Bronze,2019-07-01,,100,1008,79,28,3
SRV000615,CUST00740,Cloud Compute,Provisioning,Central,4G/LTE,Huawei HG8145V5,Windows,Gold,2023-08-12,,100,226,52,25,5
SRV000616,CUST00275,Mobile Postpaid,Active,Central,4G/LTE,TP Link Archer A6,Linux,Silver,2019-12-19,,100,146,37,12,4
SRV000617,CUST00369,Cloud Storage,Active,Central,4G/LTE,ZTE ZXHN F670L,iOS,Silver,2020-12-30,,300,690,67,19,6
SRV000618,CUST00509,Cloud Storage,Active,Northern,4G/LTE,ZTE ZXHN F670L,Android,Bronze,2024-06-22,,500,777,77,12,4
SRV000619,CUST00583,IoT Connectivity,Suspended,Southern,4G/LTE,D Link DIR 842,Linux,Gold,2024-06-14,2025-02-12,1000,371,32,22,4
SRV000620,CUST00699,Cloud Storage,Provisioning,Central,5G,ZTE ZXHN F670L,iOS,Bronze,2018-04-29,,300,803,10,30,1
SRV000621,CUST00923,Cloud Storage,Active,East Coast,4G/LTE,ZTE ZXHN F670L,Linux,Bronze,2024-08-02,,300,1105,29,22,3
SRV000622,CUST00814,Cloud Storage,Active,Northern,Fibre,TP Link Archer A6,Windows,Platinum,2025-01-07,,300,665,8,16,2
SRV000623,CUST00102,Unifi Home,Active,Sabah,DSL,TP Link Archer A6,macOS,Bronze,2022-11-30,,500,928,123,29,6
SRV000624,CUST00745,Managed Security,Suspended,Northern,Fibre,D Link DIR 842,macOS,Platinum,2025-03-16,,300,863,20,23,1
SRV000625,CUST00850,IoT Connectivity,Active,Sarawak,4G/LTE,TP Link Archer A6,Android,Silver,2020-10-19,,100,161,52,14,6
SRV000626,CUST00105,Cloud Compute,Active,East Coast,5G,ZTE ZXHN F670L,Windows,Gold,2020-09-04,,1000,1245,20,25,1
SRV000627,CUST00192,Cloud Storage,Active,Northern,Fibre,D Link DIR 842,macOS,Bronze,2023-01-01,,300,240,18,2,2
SRV000628,CUST01180,Cloud Compute,Active,Northern,Fibre,ZTE ZXHN F670L,Android,Bronze,2019-10-18,,300,1323,7,3,0
SRV000629,CUST00757,Mobile Postpaid,Active,Northern,5G,D Link DIR 842,Windows,Bronze,2019-10-30,,30,80,16,19,3
SRV000630,CUST00498,Managed Security,Active,Sabah,Fibre,ZTE ZXHN F670L,Embedded,Gold,2018-10-03,,1000,1162,10,21,0
SRV000631,CUST01147,IoT Connectivity,Active,Central,4G/LTE,TP Link Archer A6,Windows,Platinum,2021-04-01,,100,944,69,15,3
SRV000632,CUST00828,Mobile Postpaid,Provisioning,Sabah,4G/LTE,Huawei HG8145V5,Embedded,Bronze,2021-04-05,,100,43,31,10,1
SRV000633,CUST00829,Cloud Storage,Active,Southern,5G,Huawei HG8145V5,Embedded,Gold,2023-09-30,,500,161,18,15,5
SRV000634,CUST01145,Cloud Compute,Provisioning,Northern,Fibre,D Link DIR 842,macOS,Gold,2024-07-29,,300,1005,15,17,0
SRV000635,CUST01126,Managed Security,Active,East Coast,5G,TP Link Archer A6,macOS,Gold,2022-08-09,,1000,1178,24,22,0
SRV000636,CUST00627,Cloud Storage,Active,Central,4G/LTE,Huawei HG8145V5,macOS,Gold,2024-10-21,,300,288,71,11,2
SRV000637,CUST00896,Managed Security,Active,East Coast,Fibre,Huawei HG8145V5,macOS,Silver,2022-07-26,,1000,1294,5,28,2
SRV000638,CUST01158,Cloud Storage,Active,Central,4G/LTE,D Link DIR 842,Linux,Bronze,2020-12-11,,100,349,62,18,1
SRV000639,CUST00285,IoT Connectivity,Provisioning,East Coast,Fibre,Huawei HG8145V5,Embedded,Gold,2019-07-06,,300,645,17,18,1
SRV000640,CUST00282,Mobile Postpaid,Terminated,Sabah,5G,D Link DIR 842,iOS,Bronze,2024-01-16,2025-07-11,100,33,22,22,5
SRV000641,CUST00132,Cloud Compute,Active,Sabah,5G,TP Link Archer A6,Embedded,Gold,2023-05-02,,500,1115,26,8,0
SRV000642,CUST00544,Cloud Compute,Active,Sarawak,5G,TP Link Archer A6,Embedded,Silver,2023-06-01,,1000,1434,21,27,6
SRV000643,CUST00943,Cloud Storage,Active,East Coast,Fibre,ZTE ZXHN F670L,Windows,Bronze,2021-01-05,,1000,1404,20,21,1
SRV000644,CUST00535,Cloud Compute,Terminated,Southern,5G,Huawei HG8145V5,Linux,Gold,2022-03-31,,100,852,23,4,2
SRV000645,CUST00890,Cloud Compute,Active,Sabah,5G,TP Link Archer A6,iOS,Bronze,2019-02-11,,300,279,26,14,3
SRV000646,CUST00513,Managed Security,Provisioning,Northern,5G,Huawei HG8145V5,Android,Silver,2019-10-16,,100,1270,26,12,5
SRV000647,CUST00045,Cloud Compute,Active,Central,4G/LTE,ZTE ZXHN F670L,iOS,Bronze,2022-07-31,,500,201,54,3,5
SRV000648,CUST00539,Mobile Postpaid,Terminated,Southern,5G,Nokia G 2425G A,macOS,Gold,2022-11-12,,100,72,15,28,3
SRV000649,CUST00098,Cloud Storage,Active,East Coast,Fibre,Nokia G 2425G A,Android,Bronze,2018-09-24,,100,1105,6,2,1
SRV000650,CUST00310,Cloud Compute,Active,East Coast,4G/LTE,TP Link Archer A6,Windows,Silver,2021-08-12,,500,1288,73,25,3
SRV000651,CUST00742,Unifi Home,Active,Sarawak,Fibre,ZTE ZXHN F670L,Embedded,Bronze,2023-04-22,,1000,1079,8,4,1
SRV000652,CUST00442,Cloud Compute,Terminated,Northern,4G/LTE,Huawei HG8145V5,Android,Bronze,2021-02-08,2023-10-02,1000,1081,66,29,5
SRV000653,CUST00751,Unifi Business,Active,Sabah,Fibre,ZTE ZXHN F670L,macOS,Gold,2024-04-13,,100,1022,19,10,1
SRV000654,CUST00412,Cloud Storage,Active,Sabah,5G,Huawei HG8145V5,iOS,Bronze,2018-07-28,,100,1348,14,15,2
SRV000655,CUST00510,Unifi Business,Active,Central,Fibre,TP Link Archer A6,Linux,Gold,2022-05-13,,300,612,17,3,1
SRV000656,CUST00729,Cloud Compute,Active,Central,5G,Huawei HG8145V5,Windows,Bronze,2021-09-06,,500,406,23,15,1
SRV000657,CUST00111,Mobile Postpaid,Active,Northern,4G/LTE,ZTE ZXHN F670L,iOS,Bronze,2023-09-29,,30,21,20,29,2
SRV000658,CUST00895,Cloud Storage,Active,East Coast,4G/LTE,ZTE ZXHN F670L,Windows,Bronze,2018-11-15,,100,464,25,23,4
SRV000659,CUST00188,Managed Security,Active,Central,4G/LTE,Nokia G 2425G A,iOS,Gold,2019-12-20,,500,484,56,26,1
SRV000660,CUST00474,Unifi Home,Active,Central,Fibre,Nokia G 2425G A,Windows,Silver,2020-06-30,,500,367,18,11,1
SRV000661,CUST00115,Cloud Storage,Active,Northern,Fibre,Huawei HG8145V5,Android,Silver,2021-03-11,,100,402,13,6,1
SRV000662,CUST00543,Managed Security,Provisioning,East Coast,5G,TP Link Archer A6,Embedded,Silver,2020-05-23,,300,170,19,3,6
SRV000663,CUST00133,Cloud Storage,Provisioning,Sabah,4G/LTE,Nokia G 2425G A,Android,Gold,2022-12-06,,100,1342,34,7,2
SRV000664,CUST00802,Cloud Compute,Provisioning,Sabah,Fibre,D Link DIR 842,iOS,Silver,2022-02-13,,500,1087,16,23,1
SRV000665,CUST00397,Cloud Storage,Provisioning,Central,Fibre,ZTE ZXHN F670L,macOS,Gold,2022-07-11,,100,930,13,8,1
SRV000666,CUST00920,Unifi Business,Active,East Coast,Fibre,D Link DIR 842,Android,Gold,2020-10-09,,800,325,8,27,0
SRV000667,CUST00699,Mobile Postpaid,Active,Central,5G,Huawei HG8145V5,Embedded,Gold,2018-04-14,,30,134,30,27,6
SRV000668,CUST01105,Cloud Storage,Active,Sarawak,Fibre,D Link DIR 842,Linux,Gold,2018-09-07,,100,826,8,16,2
SRV000669,CUST00485,Mobile Postpaid,Active,Sabah,5G,ZTE ZXHN F670L,Embedded,Bronze,2018-11-16,,30,116,29,25,4
SRV000670,CUST00388,Mobile Postpaid,Provisioning,Sabah,5G,D Link DIR 842,macOS,Bronze,2024-02-08,,100,147,10,17,4
SRV000671,CUST00528,Cloud Storage,Active,Central,5G,TP Link Archer A6,Windows,Gold,2020-04-10,,300,854,24,1,5
SRV000672,CUST01019,Cloud Storage,Suspended,Central,Fibre,Nokia G 2425G A,Windows,Bronze,2023-07-10,,500,971,9,21,2
SRV000673,CUST00374,Cloud Storage,Active,East Coast,4G/LTE,Huawei HG8145V5,Linux,Bronze,2020-09-17,,1000,232,27,18,3
SRV000674,CUST01050,Unifi Business,Provisioning,Central,Fibre,Nokia G 2425G A,iOS,Silver,2019-01-05,,1000,1529,7,19,1
SRV000675,CUST01171,Unifi Home,Suspended,Sabah,Fibre,D Link DIR 842,Android,Bronze,2018-12-20,2019-06-08,800,1613,17,22,0
SRV000676,CUST01081,Unifi Home,Active,Central,DSL,Nokia G 2425G A,Linux,Bronze,2024-10-24,,800,1807,86,3,2
SRV000677,CUST00951,Mobile Postpaid,Provisioning,East Coast,5G,ZTE ZXHN F670L,Android,Silver,2018-05-06,,100,98,23,1,3
SRV000678,CUST00921,Cloud Compute,Active,East Coast,4G/LTE,TP Link Archer A6,Linux,Gold,2018-09-05,,100,1314,72,6,1
SRV000679,CUST00076,Cloud Compute,Suspended,East Coast,Fibre,Huawei HG8145V5,Windows,Bronze,2019-04-20,,1000,678,10,12,0
SRV000680,CUST00100,Cloud Storage,Active,Northern,5G,D Link DIR 842,Embedded,Bronze,2024-12-30,,1000,1408,25,7,2
SRV000681,CUST01109,Unifi Business,Active,Northern,DSL,D Link DIR 842,Embedded,Silver,2019-08-11,,800,777,143,15,4
SRV000682,CUST00489,Cloud Compute,Suspended,Central,4G/LTE,Nokia G 2425G A,Embedded,Silver,2018-02-12,,500,542,54,8,2
SRV000683,CUST00792,IoT Connectivity,Active,Central,5G,ZTE ZXHN F670L,iOS,Silver,2019-06-23,,100,1352,16,2,5
SRV000684,CUST00779,Cloud Storage,Active,Central,4G/LTE,ZTE ZXHN F670L,iOS,Silver,2024-11-05,,100,1282,25,19,3
SRV000685,CUST01199,IoT Connectivity,Active,Northern,5G,Huawei HG8145V5,Embedded,Bronze,2020-06-16,,100,602,27,16,4
SRV000686,CUST00444,Unifi Business,Active,Northern,Fibre,Huawei HG8145V5,macOS,Gold,2024-03-26,,500,675,12,11,1
SRV000687,CUST00365,Cloud Storage,Provisioning,Southern,Fibre,Huawei HG8145V5,macOS,Silver,2020-06-19,,1000,619,20,17,0
SRV000688,CUST00233,Cloud Compute,Active,East Coast,5G,Nokia G 2425G A,Embedded,Gold,2020-02-27,,500,350,24,8,4
SRV000689,CUST00339,Mobile Postpaid,Active,East Coast,5G,ZTE ZXHN F670L,Linux,Silver,2024-01-09,,100,105,10,26,1
SRV000690,CUST01163,Cloud Storage,Provisioning,Northern,5G,TP Link Archer A6,Embedded,Gold,2021-11-26,,500,1087,25,24,3
SRV000691,CUST01153,Unifi Business,Active,Central,Fibre,Huawei HG8145V5,Embedded,Silver,2021-08-02,,500,622,16,8,2
SRV000692,CUST00157,Unifi Business,Provisioning,Northern,Fibre,ZTE ZXHN F670L,macOS,Silver,2020-10-14,,300,302,13,17,0
SRV000693,CUST00386,Cloud Storage,Active,Central,5G,D Link DIR 842,Embedded,Bronze,2018-09-05,,300,1352,18,7,1
SRV000694,CUST01181,Unifi Home,Active,Northern,Fibre,D Link DIR 842,Android,Gold,2018-09-25,,500,864,5,13,2
SRV000695,CUST00558,Cloud Compute,Provisioning,Northern,4G/LTE,TP Link Archer A6,Windows,Gold,2020-11-10,,100,132,39,5,6
SRV000696,CUST00997,Cloud Storage,Active,Central,Fibre,TP Link Archer A6,Windows,Gold,2022-04-27,,100,102,8,28,2
SRV000697,CUST00146,IoT Connectivity,Active,East Coast,4G/LTE,Nokia G 2425G A,Linux,Gold,2020-05-24,,100,538,29,25,6
SRV000698,CUST00503,Cloud Storage,Active,Northern,5G,Huawei HG8145V5,macOS,Silver,2019-02-08,,100,306,12,11,5
SRV000699,CUST01023,Unifi Business,Suspended,Sabah,Fibre,TP Link Archer A6,Linux,Bronze,2019-05-28,2022-02-02,800,786,10,13,0
SRV000700,CUST00619,Cloud Storage,Terminated,Central,5G,D Link DIR 842,iOS,Bronze,2021-11-25,,300,799,18,26,3
SRV000701,CUST00348,Mobile Postpaid,Provisioning,Central,4G/LTE,ZTE ZXHN F670L,Linux,Gold,2020-01-06,,100,83,62,10,1
SRV000702,CUST00566,Cloud Storage,Active,Sabah,Fibre,Nokia G 2425G A,Windows,Gold,2018-04-06,,1000,201,6,14,0
SRV000703,CUST00512,IoT Connectivity,Active,Central,Fibre,ZTE ZXHN F670L,Linux,Gold,2024-08-16,,100,901,11,11,0
SRV000704,CUST00153,Cloud Storage,Active,Central,4G/LTE,ZTE ZXHN F670L,Embedded,Silver,2018-08-08,,300,696,60,4,3
SRV000705,CUST00693,Cloud Storage,Active,Sarawak,4G/LTE,ZTE ZXHN F670L,macOS,Bronze,2022-07-03,,100,1182,66,30,2
SRV000706,CUST00553,Unifi Home,Active,Northern,Fibre,D Link DIR 842,Linux,Bronze,2020-10-03,,300,1260,15,20,0
SRV000707,CUST00674,Cloud Storage,Provisioning,Northern,5G,Nokia G 2425G A,Android,Bronze,2018-04-24,,100,1465,21,24,3
SRV000708,CUST01124,Mobile Postpaid,Active,Northern,4G/LTE,Huawei HG8145V5,Embedded,Gold,2020-07-24,,30,63,25,27,4
SRV000709,CUST00238,Unifi Home,Provisioning,Northern,Fibre,Nokia G 2425G A,macOS,Bronze,2023-02-01,,500,425,14,1,0
SRV000710,CUST00444,IoT Connectivity,Terminated,Northern,4G/LTE,D Link DIR 842,macOS,Gold,2024-04-08,2024-07-11,500,444,46,11,1
SRV000711,CUST00012,Unifi Home,Suspended,Central,DSL,ZTE ZXHN F670L,Android,Bronze,2018-02-23,,100,1468,144,21,2
SRV000712,CUST00630,Managed Security,Active,Central,4G/LTE,Nokia G 2425G A,macOS,Silver,2025-01-04,,500,1213,24,23,4
SRV000713,CUST00301,Managed Security,Active,Central,4G/LTE,ZTE ZXHN F670L,iOS,Gold,2023-04-03,,500,1342,80,4,3
SRV000714,CUST00640,Cloud Compute,Provisioning,Southern,4G/LTE,ZTE ZXHN F670L,Windows,Bronze,2021-08-12,,100,1246,61,1,0
SRV000715,CUST00202,Cloud Compute,Active,Sabah,5G,Huawei HG8145V5,iOS,Silver,2022-07-01,,300,582,19,6,4
SRV000716,CUST00514,Unifi Home,Provisioning,East Coast,Fibre,TP Link Archer A6,Linux,Bronze,2022-01-27,,800,1907,7,21,0
SRV000717,CUST00324,Unifi Home,Terminated,Central,Fibre,TP Link Archer A6,iOS,Bronze,2019-05-17,2020-08-11,100,1866,19,16,1
SRV000718,CUST00061,Cloud Storage,Provisioning,Sabah,4G/LTE,Huawei HG8145V5,Embedded,Platinum,2020-11-07,,1000,1410,65,30,3
SRV000719,CUST00810,Cloud Storage,Active,Central,4G/LTE,D Link DIR 842,Linux,Gold,2020-08-31,,100,1019,61,11,1
SRV000720,CUST00599,Unifi Home,Active,Sabah,DSL,ZTE ZXHN F670L,Windows,Gold,2024-03-19,,1000,1663,143,30,1
SRV000721,CUST00581,Cloud Storage,Suspended,East Coast,Fibre,TP Link Archer A6,Windows,Bronze,2018-08-23,,100,994,11,19,0
SRV000722,CUST00995,Cloud Storage,Provisioning,East Coast,4G/LTE,Huawei HG8145V5,macOS,Silver,2018-05-18,,300,549,55,22,0
SRV000723,CUST01130,Cloud Compute,Provisioning,Northern,4G/LTE,Nokia G 2425G A,iOS,Platinum,2018-04-13,,300,1473,60,6,6
SRV000724,CUST00941,IoT Connectivity,Provisioning,East Coast,4G/LTE,ZTE ZXHN F670L,Linux,Gold,2024-02-10,,500,469,61,29,1
SRV000725,CUST00722,Managed Security,Provisioning,Northern,Fibre,ZTE ZXHN F670L,macOS,Gold,2018-12-20,,300,244,7,24,1
SRV000726,CUST01185,Mobile Postpaid,Provisioning,East Coast,5G,TP Link Archer A6,iOS,Bronze,2018-07-30,,30,108,10,27,3
SRV000727,CUST00007,Cloud Storage,Active,Central,Fibre,Nokia G 2425G A,macOS,Gold,2020-02-26,,500,1448,17,7,1
SRV000728,CUST00935,Cloud Storage,Active,East Coast,4G/LTE,D Link DIR 842,iOS,Silver,2024-06-02,,100,766,78,19,2
SRV000729,CUST00150,Cloud Compute,Active,East Coast,4G/LTE,TP Link Archer A6,Windows,Silver,2018-09-17,,500,1293,41,11,0
SRV000730,CUST00402,Mobile Postpaid,Provisioning,Central,4G/LTE,Nokia G 2425G A,Android,Bronze,2022-04-02,,100,73,62,23,2
SRV000731,CUST00225,Unifi Home,Active,Southern,Fibre,TP Link Archer A6,Windows,Bronze,2024-06-30,,800,669,17,25,1
SRV000732,CUST00021,Cloud Storage,Provisioning,Northern,5G,ZTE ZXHN F670L,Linux,Silver,2024-07-26,,300,585,18,5,3
SRV000733,CUST00998,Cloud Storage,Suspended,Central,Fibre,Huawei HG8145V5,Embedded,Bronze,2024-03-04,,100,386,7,15,0
SRV000734,CUST01078,Mobile Postpaid,Active,Northern,4G/LTE,D Link DIR 842,Embedded,Silver,2019-12-20,,30,50,24,29,1
SRV000735,CUST00904,Cloud Compute,Terminated,Sabah,5G,Huawei HG8145V5,Linux,Gold,2024-10-25,2025-05-04,100,726,29,27,1
SRV000736,CUST00489,Unifi Home,Suspended,Central,DSL,Nokia G 2425G A,Linux,Bronze,2018-01-31,,800,1699,122,26,4
SRV000737,CUST00532,Unifi Home,Active,Northern,DSL,Nokia G 2425G A,Android,Silver,2020-11-28,,300,1643,133,10,4
SRV000738,CUST00763,Unifi Business,Provisioning,East Coast,DSL,Huawei HG8145V5,Android,Gold,2022-01-08,,100,1646,112,1,4
SRV000739,CUST00179,Cloud Storage,Active,Sabah,4G/LTE,TP Link Archer A6,Linux,Bronze,2020-10-26,,1000,1191,48,21,6
SRV000740,CUST00393,Cloud Compute,Provisioning,Sarawak,5G,Nokia G 2425G A,macOS,Gold,2020-08-21,,300,1461,14,1,2
SRV000741,CUST00385,Cloud Compute,Provisioning,Central,5G,Huawei HG8145V5,Embedded,Bronze,2023-09-18,,300,313,11,14,2
SRV000742,CUST00136,Unifi Business,Suspended,Southern,Fibre,D Link DIR 842,Android,Bronze,2021-10-21,,100,608,8,8,1
SRV000743,CUST00751,Cloud Storage,Terminated,Sabah,5G,Nokia G 2425G A,Windows,Silver,2024-05-26,2026-11-10,300,1494,14,22,1
SRV000744,CUST00732,Managed Security,Provisioning,Central,4G/LTE,D Link DIR 842,iOS,Gold,2018-04-25,,1000,257,65,17,6
SRV000745,CUST01146,Cloud Storage,Provisioning,East Coast,5G,D Link DIR 842,Linux,Bronze,2018-11-27,,500,230,16,17,3
SRV000746,CUST00952,Unifi Business,Active,Sabah,Fibre,Nokia G 2425G A,Android,Gold,2018-07-15,,300,1458,19,21,2
SRV000747,CUST00330,Unifi Home,Active,Central,Fibre,ZTE ZXHN F670L,Windows,Bronze,2019-05-17,,500,853,15,24,2
SRV000748,CUST00840,IoT Connectivity,Suspended,Central,Fibre,D Link DIR 842,Embedded,Silver,2022-07-21,,100,1121,17,25,1
SRV000749,CUST00083,Mobile Postpaid,Active,Sarawak,5G,TP Link Archer A6,Linux,Gold,2022-03-08,,100,69,28,4,6
SRV000750,CUST01105,Cloud Storage,Active,Sarawak,5G,Huawei HG8145V5,Android,Silver,2018-08-26,,500,1330,16,25,1
SRV000751,CUST01196,Mobile Postpaid,Active,Central,4G/LTE,TP Link Archer A6,Android,Gold,2022-11-11,,100,127,77,15,0
SRV000752,CUST00288,Unifi Business,Provisioning,East Coast,DSL,ZTE ZXHN F670L,Windows,Silver,2020-05-11,,500,580,87,22,2
SRV000753,CUST00736,Cloud Compute,Provisioning,Central,Fibre,TP Link Archer A6,Windows,Bronze,2020-11-12,,1000,1157,18,15,1
SRV000754,CUST01031,IoT Connectivity,Active,East Coast,4G/LTE,Huawei HG8145V5,Embedded,Gold,2023-04-14,,100,164,67,2,3
SRV000755,CUST00287,Unifi Home,Terminated,Central,Fibre,Nokia G 2425G A,Windows,Bronze,2022-03-23,,300,804,17,4,2
SRV000756,CUST00909,Cloud Compute,Provisioning,Northern,4G/LTE,ZTE ZXHN F670L,Windows,Bronze,2020-05-07,,500,1230,47,14,3
SRV000757,CUST00168,Cloud Storage,Active,East Coast,5G,Huawei HG8145V5,Linux,Bronze,2018-05-04,,500,1119,11,23,2
SRV000758,CUST01153,IoT Connectivity,Active,Central,Fibre,ZTE ZXHN F670L,Android,Platinum,2021-08-28,,1000,1054,5,8,0
SRV000759,CUST00322,Cloud Storage,Active,Sarawak,Fibre,TP Link Archer A6,Embedded,Silver,2019-09-19,,1000,600,9,10,1
SRV000760,CUST00867,Cloud Storage,Provisioning,Northern,5G,Nokia G 2425G A,Embedded,Bronze,2023-09-09,,100,634,17,17,0
SRV000761,CUST00951,Cloud Storage,Active,East Coast,4G/LTE,Nokia G 2425G A,macOS,Silver,2018-04-15,,1000,1274,30,10,3
SRV000762,CUST00046,Cloud Compute,Suspended,Sabah,Fibre,ZTE ZXHN F670L,Embedded,Bronze,2024-06-04,2026-07-02,1000,690,12,5,0
SRV000763,CUST00172,Cloud Compute,Terminated,Sabah,4G/LTE,D Link DIR 842,Windows,Bronze,2023-11-16,2024-02-08,1000,852,58,3,6
SRV000764,CUST00973,Unifi Home,Active,Central,Fibre,D Link DIR 842,Windows,Bronze,2018-04-03,,500,980,20,10,0
SRV000765,CUST00678,Mobile Postpaid,Active,Northern,4G/LTE,ZTE ZXHN F670L,Embedded,Silver,2020-09-19,,30,38,72,11,2
SRV000766,CUST00224,Unifi Home,Active,Sarawak,DSL,ZTE ZXHN F670L,Embedded,Bronze,2022-08-15,,100,1201,93,8,5
SRV000767,CUST00824,Mobile Postpaid,Active,Central,5G,TP Link Archer A6,iOS,Bronze,2019-06-27,,100,87,15,21,6
SRV000768,CUST00869,Cloud Storage,Provisioning,Southern,Fibre,TP Link Archer A6,iOS,Silver,2024-09-09,,300,747,18,4,0
SRV000769,CUST00839,Unifi Home,Terminated,Southern,Fibre,Nokia G 2425G A,macOS,Silver,2023-04-12,2024-12-04,300,1046,7,18,1
SRV000770,CUST00675,Cloud Compute,Active,Southern,5G,Nokia G 2425G A,iOS,Bronze,2024-01-04,,500,222,27,4,2
SRV000771,CUST01189,Cloud Storage,Terminated,Sabah,Fibre,Huawei HG8145V5,iOS,Silver,2022-11-14,,300,812,6,23,0
SRV000772,CUST00683,Mobile Postpaid,Active,East Coast,5G,TP Link Archer A6,Android,Gold,2023-09-15,,100,31,25,23,5
SRV000773,CUST01042,Unifi Home,Active,Sarawak,DSL,D Link DIR 842,iOS,Bronze,2020-09-16,,300,933,103,9,5
SRV000774,CUST00970,Cloud Storage,Active,Sarawak,5G,TP Link Archer A6,Windows,Silver,2018-02-13,,300,169,19,14,2
SRV000775,CUST00109,Unifi Home,Active,Sarawak,Fibre,Nokia G 2425G A,macOS,Gold,2023-12-24,,500,1318,18,5,2
SRV000776,CUST00937,Cloud Compute,Suspended,East Coast,Fibre,D Link DIR 842,Linux,Silver,2021-11-24,,500,1437,17,1,2
SRV000777,CUST00207,Mobile Postpaid,Active,Northern,4G/LTE,ZTE ZXHN F670L,Linux,Bronze,2020-01-20,,100,110,66,7,4
